0.000000000000000000e+00,1.353336033644828129e+00
1.000000000000000000e+00,1.877526456634299734e-01
2.000000000000000000e+00,-7.165912168134058735e-03
3.000000000000000000e+00,2.058702132208765079e+00
4.000000000000000000e+00,2.778697639164638411e-01
5.000000000000000000e+00,-6.040354200803119689e-01
6.000000000000000000e+00,2.725903910813525233e-01
7.000000000000000000e+00,1.643869998393467036e+00
8.000000000000000000e+00,2.474544731886882509e+00
9.000000000000000000e+00,1.021811853723342933e+00
1.000000000000000000e+01,2.256614769573510149e+00
1.100000000000000000e+01,-5.860358471495064059e-01
1.200000000000000000e+01,2.137964758133478194e-01
1.300000000000000000e+01,-2.185595108887011806e-02
1.400000000000000000e+01,1.982505823117719224e-01
1.500000000000000000e+01,3.221513265508691437e-01
1.600000000000000000e+01,5.693965584079568876e-01
1.700000000000000000e+01,-6.950953033757898414e-01
1.800000000000000000e+01,-3.790868270109189475e-01
1.900000000000000000e+01,-6.209366136374933065e-01
2.000000000000000000e+01,-7.784548150615455686e-01
2.100000000000000000e+01,-9.654999264817888394e-01
2.200000000000000000e+01,-8.183469271230032760e-01
2.300000000000000000e+01,-9.007978022802428653e-01
2.400000000000000000e+01,-1.056655285228658148e+00
2.500000000000000000e+01,-9.091454437213607465e-01
2.600000000000000000e+01,-8.297134554381150329e-01
2.700000000000000000e+01,-7.085343640548695809e-01
2.800000000000000000e+01,-8.006922274718294430e-01
2.900000000000000000e+01,-3.639415253104945625e-01
3.000000000000000000e+01,-3.363853944914990124e-01
3.100000000000000000e+01,-1.188721961616230893e-01
3.200000000000000000e+01,3.803373800765136314e-01
3.300000000000000000e+01,3.417287015854790222e-01
3.400000000000000000e+01,4.554811035938906016e-01
3.500000000000000000e+01,4.364571614431984603e-01
3.600000000000000000e+01,9.326442772437886219e-01
3.700000000000000000e+01,7.641871287307666627e-01
3.800000000000000000e+01,8.675757816815359291e-01
3.900000000000000000e+01,9.654081154658200603e-01
4.000000000000000000e+01,1.130999425793411062e+00
4.100000000000000000e+01,1.018054555346349144e+00
4.200000000000000000e+01,8.388151571042544719e-01
4.300000000000000000e+01,7.652263042379954250e-01
4.400000000000000000e+01,5.248786236046510956e-01
4.500000000000000000e+01,4.260838541982917005e-01
4.600000000000000000e+01,2.302235885780613001e-01
4.700000000000000000e+01,1.216524150214930988e-01
4.800000000000000000e+01,-7.760896897908468872e-02
4.900000000000000000e+01,-3.170813910313639017e-01
5.000000000000000000e+01,-5.802558666439799895e-01
5.100000000000000000e+01,-6.256924581545296737e-01
5.200000000000000000e+01,-8.370233157059583373e-01
5.300000000000000000e+01,-1.030966858484119841e+00
5.400000000000000000e+01,-1.021265009257585454e+00
5.500000000000000000e+01,-9.915375081722710426e-01
5.600000000000000000e+01,-8.881561507848428905e-01
5.700000000000000000e+01,-9.376813428803910666e-01
5.800000000000000000e+01,-9.437484660926694913e-01
5.900000000000000000e+01,-6.878509164474404525e-01
6.000000000000000000e+01,-5.252273139947797320e-01
6.100000000000000000e+01,-3.396455193465534039e-01
6.200000000000000000e+01,-7.361702385286639228e-02
6.300000000000000000e+01,1.355153712301265245e-01
6.400000000000000000e+01,1.720887378633722820e-01
6.500000000000000000e+01,3.585526910217465835e-01
6.600000000000000000e+01,4.880536436116756915e-01
6.700000000000000000e+01,8.102574569804962268e-01
6.800000000000000000e+01,1.004043825690267289e+00
6.900000000000000000e+01,9.121874766532124257e-01
7.000000000000000000e+01,9.664642992223710927e-01
7.100000000000000000e+01,1.144704908406259269e+00
7.200000000000000000e+01,1.016213561870778159e+00
7.300000000000000000e+01,9.384147426206097542e-01
7.400000000000000000e+01,6.691604167779435786e-01
7.500000000000000000e+01,7.181606470850587787e-01
7.600000000000000000e+01,3.934850548028238082e-01
7.700000000000000000e+01,1.897163381522064540e-01
7.800000000000000000e+01,7.307649462277283903e-02
7.900000000000000000e+01,-1.504861225725506457e-01
8.000000000000000000e+01,-3.100632861035692578e-01
8.100000000000000000e+01,-6.165201498509580436e-01
8.200000000000000000e+01,-5.422250517011801829e-01
8.300000000000000000e+01,-6.655834490826555427e-01
8.400000000000000000e+01,-1.082301280995586090e+00
8.500000000000000000e+01,-8.635517113129017597e-01
8.600000000000000000e+01,-1.077952929023758610e+00
8.700000000000000000e+01,-9.069618267723545957e-01
8.800000000000000000e+01,-9.556891471847654973e-01
8.900000000000000000e+01,-8.643246230774814798e-01
9.000000000000000000e+01,-7.694970117137979182e-01
9.100000000000000000e+01,-4.836199019829354739e-01
9.200000000000000000e+01,-5.585244233243995549e-01
9.300000000000000000e+01,-1.861896278631200441e-01
9.400000000000000000e+01,6.059737561058762406e-02
9.500000000000000000e+01,2.215112177169933916e-01
9.600000000000000000e+01,5.757848202522370951e-01
9.700000000000000000e+01,4.701710888852265180e-01
9.800000000000000000e+01,7.776941023274887010e-01
9.900000000000000000e+01,8.030646739729633277e-01
